ID Caso,Fecha,Participante,Rol
3032,2021-01-01,Candelas Borrell Hernández,Cliente
3033,2022-03-14,Eli Reyes Sanabria,Abogado
3034,2023-08-02,Amelia López-Andrés,Abogado
3035,2024-06-27,León Mulet Guitart,Cliente
3036,2022-04-28,Josué Villegas Frutos,Cliente
3037,2022-10-25,Silvio Rivas Pulido,Cliente
3038,2023-09-28,Édgar Poncio Castell Conesa,Abogado
3039,2022-10-06,Julio Jara Velasco,Cliente
3040,2021-10-21,Dafne Trillo,Testigo
3041,2023-04-14,Marciano Hernando Montaña,Abogado
3042,2023-10-02,Ezequiel Montenegro Vilaplana,Cliente
3043,2023-04-15,Teresa Barragán Álamo,Cliente
3044,2023-08-29,Adelardo Bartolomé,Cliente
3045,2024-04-24,Máxima Mateo Zurita,Testigo
3046,2023-08-20,Bruno Barón Nieto,Abogado
3047,2023-10-04,Sancho Sola Polo,Cliente
3048,2023-09-05,Alejandro del Portero,Cliente
3049,2022-11-06,Adelardo de Aguiló,Abogado
3050,2021-08-13,Juan Bautista Cid Bonilla,Cliente
3051,2024-05-19,Juliana Cerezo Marín,Abogado
3052,2023-10-26,Marcio Hernandez Arteaga,Abogado
3053,2021-10-14,Débora Tejada-Simó,Cliente
3054,2023-03-16,Leocadia Casado Lorenzo,Cliente
3055,2024-05-02,Ciriaco del Salom,Testigo
3056,2024-01-04,Carla Garay Mendizábal,Cliente
3057,2023-07-13,Sandalio Clemente-Álvarez,Testigo
3058,2024-02-25,Luna Morera-Francisco,Cliente
3059,2021-12-08,Aarón Saavedra Pablo,Testigo
3060,2022-01-20,Valeria Montserrat Solera Granados,Cliente
3061,2022-07-04,Roldán Llobet Lledó,Testigo
3062,2021-12-17,Modesta de Santiago,Cliente
3063,2022-10-14,Ibán Prieto-Cueto,Cliente
3064,2023-09-03,María Cristina Gracia Berrocal,Abogado
3065,2022-09-16,Jessica Jacinta Pujol Prats,Abogado
3066,2021-10-17,Ceferino Lerma Codina,Abogado
3067,2022-05-06,Régulo Castillo Chamorro,Testigo
3068,2024-02-19,Fidel Leandro Almazán Pinedo,Cliente
3069,2021-04-26,Gema de Seguí,Cliente
3070,2022-05-31,Eli Aznar Salazar,Abogado
3071,2022-01-25,Adelaida de Pacheco,Testigo
3072,2023-01-22,Cándido Casals,Abogado
3073,2022-09-10,Isaura de Larrea,Abogado
3074,2023-08-18,Jenaro Gomila Báez,Cliente
3075,2023-11-30,Rosalina Alondra Pazos Alsina,Abogado
3076,2022-09-23,Eusebio Codina Gámez,Abogado
3077,2023-04-29,Lara Egea Quirós,Abogado
3078,2023-10-29,Gabriel Verdejo Agudo,Cliente
3079,2022-04-10,Pánfilo Barreda Goñi,Testigo
3080,2022-02-01,Roberto Múñiz Guillen,Testigo
3081,2024-06-02,Wilfredo Curro Bayona Planas,Abogado
3082,2025-01-17,Anita Tirado Ayala,Cliente
3083,2023-10-12,Eutropio Salinas Becerra,Abogado
3084,2022-07-18,Judith del Gascón,Cliente
3085,2021-12-21,Olga Giralt-Ribera,Abogado
3086,2024-02-22,Bonifacio Narváez Lozano,Cliente
3087,2024-02-28,Cayetano Ortuño Pedrosa,Testigo
3088,2025-02-21,Griselda Naranjo Ugarte,Testigo
3089,2022-09-03,Ildefonso Pacheco Lago,Testigo
3090,2021-01-30,Casemiro Cáceres-Codina,Testigo
3091,2021-01-03,Juanita Anna Huerta Acedo,Testigo
3092,2024-04-22,Renato Pinto,Abogado
3093,2023-09-28,Almudena de Baró,Cliente
3094,2024-08-22,Vidal Nadal Carranza,Abogado
3095,2021-08-20,Fabio Saura Romeu,Cliente
3096,2023-06-14,Benjamín Juan José Vilanova Pereira,Cliente
3097,2021-08-05,Jesús Palomares,Abogado
3098,2021-12-26,Angelina Cerdán Rosado,Cliente
3099,2022-09-22,Perlita Bonilla Pascual,Abogado
3100,2024-06-08,Nando Pavón Castro,Cliente
3101,2022-08-28,Pánfilo Vall Trujillo,Testigo
3102,2023-02-24,Juanito Alsina,Testigo
3103,2023-09-28,Baldomero Bayo Tomás,Cliente
3104,2022-07-31,Urbano Mariscal Armengol,Cliente
3105,2023-12-22,Palmira Agudo Lledó,Cliente
3106,2022-02-20,Fabio Carlos,Testigo
3107,2023-10-18,María Teresa Escrivá Mármol,Abogado
3108,2023-07-27,Andrés Corral Villalba,Cliente
3109,2021-10-27,Nieves Arroyo Soria,Cliente
3110,2021-07-27,Teodoro Donoso Escolano,Testigo
3111,2021-03-26,Delfina Velázquez,Abogado
3112,2023-02-01,Encarna Dalmau,Testigo
3113,2024-06-30,Alonso Leiva Bernat,Abogado
3114,2022-07-31,Juan Cesar Cal Jaume,Abogado
3115,2022-07-22,Apolinar Santiago Alcalde,Testigo
3116,2024-06-26,Berta Paz Lobato,Cliente
3117,2022-01-24,Carmina Agudo Calvo,Testigo
3118,2020-10-08,Berto Montesinos Ponce,Testigo
3119,2024-07-19,María Fernanda Mur Fonseca,Testigo
3120,2022-04-11,Dionisia Arregui Galán,Cliente
3121,2024-02-28,Tristán Claudio Macias Cruz,Cliente
3122,2024-02-23,Olivia Salom Samper,Cliente
3123,2024-09-11,Isaura Bermudez Santamaria,Testigo
3124,2021-10-28,Máxima Izaguirre Mateo,Cliente
3125,2021-12-26,Julián Bellido Company,Abogado
3126,2023-11-27,Adalberto Uriarte Cordero,Cliente
3127,2023-06-08,Amaro Tejero Almansa,Abogado
3128,2023-08-08,Leandra Sedano Martí,Testigo
3129,2022-09-29,Milagros Lluch Pomares,Testigo
3130,2024-01-13,Tomasa Buendía Morcillo,Cliente
3131,2024-05-26,Araceli Alemany Amaya,Cliente
3132,2024-03-09,Isidora Alberola Manrique,Cliente
3133,2023-02-25,Lupe Bayo Canales,Testigo
3134,2021-01-02,Chuy Peñas,Testigo
3135,2021-10-29,Fabiana Oliver Perales,Abogado
3136,2022-04-05,Ruben de Castell,Cliente
3137,2021-01-14,Remigio Miguel Crespi,Abogado
3138,2024-01-18,Glauco Emigdio Barrera Amador,Abogado
3139,2022-07-26,Jordana Pagès Cal,Cliente
3140,2022-08-06,Toribio Torres,Testigo
3141,2023-05-06,Eufemia Catalá Marti,Cliente
3142,2022-08-06,Calista Arellano Alemán,Testigo
3143,2020-08-19,Luciano Verdejo Canales,Testigo
3144,2024-10-26,Anunciación Serra Cabezas,Testigo
3145,2024-06-19,Arsenio Armando Sanmiguel Almazán,Abogado
3146,2024-06-04,Gregorio Milla Fabra,Testigo
3147,2024-10-08,Judith Acero Zaragoza,Cliente
3148,2024-01-03,Candelas Nicolau-Huerta,Cliente
3149,2022-10-19,Emperatriz Porta Sanz,Cliente
3150,2022-05-16,Sarita de Carballo,Cliente
3151,2021-04-24,Pepe Mateo Amigó,Cliente
3152,2022-04-19,Calisto Juliá-Llorens,Cliente
3153,2023-03-31,Jenaro de Teruel,Testigo
3154,2023-05-14,Petrona Portero Arce,Cliente
3155,2021-10-10,Josué Losada Bayón,Abogado
3156,2023-06-10,Jose Criado Lamas,Abogado
3157,2024-08-18,Curro Carrera,Testigo
3158,2021-06-07,Rogelio Oliveras Castellanos,Cliente
3159,2025-02-27,Nicanor Agapito Arana Carnero,Cliente
3160,2024-05-30,Imelda Acedo Calzada,Abogado
3161,2021-02-22,Lidia Jiménez Castañeda,Abogado
3162,2024-09-12,Felipe Quique Mesa Torrents,Cliente
3163,2023-10-17,Griselda Pérez Macias,Abogado
3164,2023-11-28,Petrona Tenorio-Coello,Testigo
3165,2024-05-26,María Teresa Arnau Pablo,Cliente
3166,2023-04-24,Amada Criado Sancho,Cliente
3167,2023-10-29,Miguel Carlos Aguilar,Testigo
3168,2023-12-28,Macario de Ureña,Abogado
3169,2022-01-30,Feliciano Álvaro,Cliente
3170,2024-12-12,Bárbara Solera Blanco,Cliente
3171,2021-03-20,Lucas de Sobrino,Abogado
3172,2021-12-07,Manolo del Ripoll,Cliente
3173,2022-04-28,Teobaldo Arturo Palau Barroso,Cliente
3174,2023-05-07,Dani Rico,Abogado
3175,2024-10-24,Yaiza Montes,Abogado
3176,2022-06-02,Ángel Cornejo Carrera,Abogado
3177,2023-10-09,Odalis Arregui Aguilera,Testigo
3178,2023-01-14,Dominga de Sebastián,Testigo
3179,2024-01-04,Adelia Izaguirre Pereira,Testigo
3180,2023-10-26,María Luisa Aramburu Gargallo,Testigo
3181,2021-12-01,Rosa María Nevado Alegria,Abogado
3182,2021-12-30,Santos Múgica Delgado,Testigo
3183,2022-02-16,Eric Iniesta Pizarro,Abogado
3184,2024-05-15,Leandro Sebastián,Testigo
3185,2023-07-28,Marc Canet-Rosselló,Abogado
3186,2022-08-02,Pepita Pérez Villa,Testigo
3187,2021-04-20,Samu Andrés Márquez,Testigo
3188,2023-04-24,Adán Tejedor-Larrea,Cliente
3189,2024-01-17,Nicanor de Somoza,Abogado
3190,2024-06-22,Belen Porcel Cueto,Testigo
3191,2023-11-07,Gonzalo Nebot Águila,Testigo
3192,2024-09-21,Bruno Aramburu Belmonte,Cliente
3193,2023-10-10,Natalia Guardia Miró,Cliente
3194,2022-08-05,Gil Pons Alcázar,Cliente
3195,2022-01-06,Evelia Noguera-Becerra,Abogado
3196,2022-02-18,Gracia de Collado,Cliente
3197,2021-10-16,Isidro Gerónimo Rodriguez Pi,Cliente
3198,2021-02-09,Trinidad Anglada Juan,Cliente
3199,2024-09-23,Trini Vendrell Guillén,Abogado
3200,2022-02-28,Néstor Ramirez Blanch,Testigo
3201,2024-06-04,Consuela Rivera,Abogado
3202,2022-01-16,Filomena Solano Pont,Cliente
3203,2022-11-13,Marina Alberola-Blázquez,Abogado
3204,2024-01-18,Agustín Palomar Ortega,Abogado
3205,2023-05-05,Vicente Giménez Melero,Cliente
3206,2023-08-17,Leyre Conesa Valenzuela,Testigo
3207,2022-06-28,Luciano Muro Cantón,Cliente
3208,2024-05-15,Leandra de Arévalo,Abogado
3209,2023-11-17,Maxi Hervia Correa,Abogado
3210,2024-04-22,Albina Zamora Bermudez,Cliente
3211,2024-03-22,Guadalupe María Fernanda Alberto Pomares,Testigo
3212,2024-01-09,Norberto Albert Marí Guillen,Testigo
3213,2023-11-04,Isidro del Fabra,Testigo
3214,2024-02-02,Inés Olivé,Abogado
3215,2023-04-01,Chus Arcos Sotelo,Cliente
3216,2022-05-22,Aránzazu Quiroga Ramírez,Testigo
3217,2024-03-27,Carlito Ledesma Río,Testigo
3218,2023-08-07,Rosalina Pazos Jimenez,Testigo
3219,2023-03-25,Cloe de Lladó,Abogado
3220,2024-03-11,Federico Gómez Osorio,Testigo
3221,2024-08-10,Elodia Galan-Tapia,Testigo
3222,2023-03-12,Nazaret Alvarez,Abogado
3223,2024-01-29,Felisa Vilaplana-Morata,Abogado
3224,2024-05-26,Samu Español Arcos,Testigo
3225,2022-08-18,Francisco Javier de Vallés,Testigo
3226,2024-10-12,Guillermo Barrio Romeu,Cliente
3227,2024-07-14,Petrona del Galvez,Abogado
3228,2024-01-17,Raimundo Díaz-Sarabia,Abogado
3229,2021-07-14,Elpidio Valenciano Llorens,Abogado
3230,2021-07-24,Clemente Ledesma Fajardo,Testigo
3231,2021-05-25,Desiderio Camacho-Monreal,Testigo
3232,2023-02-05,Andrea Guzman,Abogado
3233,2022-09-14,Regina Consuela Valero Pellicer,Abogado
3234,2021-10-20,Edelmira Alcaraz,Testigo
3235,2024-09-28,Jose Manuel Canals,Testigo
3236,2023-06-05,Amílcar Paz,Cliente
3237,2023-05-07,Olalla Vicente,Abogado
3238,2022-11-19,Tristán Peiró Agudo,Cliente
3239,2024-11-26,Odalys Manrique-Márquez,Testigo
3240,2023-02-12,Abel Batalla Salazar,Cliente
3241,2023-03-01,Anabel del Sarmiento,Cliente
3242,2024-07-20,Eliseo Cases Nebot,Abogado
3243,2024-03-21,Jacobo de Mora,Abogado
3244,2022-07-01,Octavio Salinas-Llopis,Testigo
3245,2024-12-24,Esther Calvo Peña,Cliente
3246,2024-05-03,Bruno Maximino Maldonado Polo,Testigo
3247,2023-12-26,Celestino Arce Vilaplana,Abogado
3248,2021-08-21,Amelia Torrecilla Fernandez,Cliente
3249,2024-06-25,Modesto Rojas Sáenz,Testigo
3250,2023-03-18,Edelmiro de Dueñas,Testigo
3251,2022-11-22,Camilo Gutierrez Ramírez,Abogado
3252,2022-01-06,Tania Solé Bárcena,Testigo
3253,2023-06-06,Lucho Juan Viana,Abogado
3254,2024-12-03,Ana Sofía Bou Arnau,Abogado
3255,2022-07-08,Dorita Martin Milla,Cliente
3256,2021-04-18,Juanito Nadal,Testigo
3257,2021-01-05,Ignacio Cueto,Abogado
3258,2020-09-23,Amelia Perera Mendizábal,Abogado
3259,2021-06-15,Nando Peñalver Lillo,Abogado
3260,2021-09-13,Anacleto Vázquez,Cliente
3261,2024-11-02,Esther Leiva Galvez,Cliente
3262,2024-03-22,Victorino López-Peiró,Abogado
3263,2023-01-14,Amaro Nicanor Losada Lasa,Cliente
3264,2023-07-01,Samanta Mateos Benavente,Abogado
3265,2024-02-22,Antonio Sanmiguel Beltran,Cliente
3266,2022-06-24,Luisina Múgica Barros,Abogado
3267,2023-07-30,Marino Marino Querol Ortega,Abogado
3268,2023-07-01,Conrado Arana-Sola,Cliente
3269,2024-08-14,Gilberto Sureda Gallo,Abogado
3270,2021-03-12,Sigfrido Zurita Saura,Testigo
3271,2021-09-27,Augusto de Bartolomé,Testigo
3272,2022-07-04,Gracia Tejada Lledó,Abogado
3273,2024-07-27,Jesús Planas Canales,Testigo
3274,2020-11-19,Trinidad Chaves Fuster,Cliente
3275,2024-10-19,Bernardo Tomás Álamo,Testigo
3276,2023-02-12,Marisa Gallo Tejedor,Abogado
3277,2023-07-07,Jovita Ágata Salazar Navarrete,Abogado
3278,2022-05-09,Eric Querol Menendez,Cliente
3279,2022-11-02,Sarita Albero Suarez,Testigo
3280,2024-02-12,Noemí Luciana Anglada Rueda,Cliente
3281,2021-11-11,Alejo Prats Baró,Cliente
3282,2024-03-01,Francisco Lastra Valbuena,Testigo
3283,2023-08-20,Amanda Ramos,Cliente
3284,2025-01-28,Matías Tomé Almansa,Abogado
3285,2022-10-10,Elisa Coloma Giner,Cliente
3286,2024-11-22,Raúl Andrés Ros,Testigo
3287,2023-10-02,Rubén Mínguez,Cliente
3288,2022-10-05,Juanita de Hoyos,Abogado
3289,2022-06-19,Adelina Gaya Nadal,Cliente
3290,2022-12-02,Heraclio Perez Sola,Cliente
3291,2024-06-18,Desiderio Marqués Bartolomé,Abogado
3292,2023-08-10,José Luis Duilio Caparrós Aguado,Testigo
3293,2021-11-15,Morena Felipa Abril Vilaplana,Cliente
3294,2024-12-23,Lupita Camino Villaverde,Testigo
3295,2023-04-03,Remigio Baró Garmendia,Testigo
3296,2023-05-09,Jose Carlos Villalobos Gargallo,Testigo
3297,2021-09-25,Clemente Eligio Calvo Palmer,Abogado
3298,2022-01-05,Anita Domitila Echevarría Cases,Abogado
3299,2024-03-21,Nilda Girón Benito,Abogado
3300,2022-09-04,Fabio Teodosio Calderón Batlle,Testigo
3301,2022-09-12,Jacinto Esteban Adán,Testigo
3302,2023-05-10,Lilia Cazorla Mesa,Abogado
3303,2024-09-23,Clotilde Bueno Sainz,Abogado
3304,2024-06-29,Quique Amílcar Pla Araujo,Abogado
3305,2022-09-15,Eugenia Terrón Riquelme,Abogado
3306,2024-06-02,Eustaquio Riera Moraleda,Abogado
3307,2021-02-09,Teófilo Alcides Antúnez Sedano,Testigo
3308,2023-09-20,Gil Arteaga Barco,Cliente
3309,2022-03-14,Leoncio del Conesa,Abogado
3310,2024-11-16,Basilio Alcántara Sanabria,Cliente
3311,2021-12-20,Alexandra Perea Rocamora,Cliente
3312,2023-08-15,Bernardo Oller Vicente,Abogado
3313,2024-09-27,Adolfo Lorenzo Bolaños,Cliente
3314,2023-05-28,Mireia Garay Campillo,Cliente
3315,2024-02-14,Trini de Ariza,Cliente
3316,2022-05-18,Eva Mayol Moliner,Cliente
3317,2024-04-08,Guiomar Mate Tovar,Cliente
3318,2024-07-22,Ciriaco Lalo Ayala Morcillo,Abogado
3319,2024-10-06,Priscila Campillo Miranda,Testigo
3320,2021-05-28,Rosendo Ros Iniesta,Abogado
3321,2021-05-19,Custodia Oller Neira,Abogado
3322,2024-07-16,Natalia Abril Valero,Cliente
3323,2023-09-16,Dionisio Arenas Escudero,Abogado
3324,2022-03-05,Camilo de Ramírez,Testigo
3325,2021-01-08,Gabriel Alcaraz Palau,Abogado
3326,2024-02-21,Azahara Portero Leal,Cliente
3327,2021-11-30,Jesusa Avilés-Rocamora,Testigo
3328,2024-08-11,Chus Menéndez Recio,Cliente
3329,2024-03-29,David Farré Alcolea,Cliente
3330,2022-07-04,Albina Peñas Rojas,Cliente
3331,2020-07-14,Cirino Malo Pons,Abogado
3332,2023-04-05,Alicia Cano Pacheco,Cliente
3333,2023-11-22,Clímaco del Arévalo,Testigo
3334,2022-02-09,Dora Villaverde Almeida,Cliente
3335,2024-04-08,Rosario Vilar Jordá,Cliente
3336,2024-07-02,Cipriano Peñas Mendez,Abogado
3337,2024-04-28,Corona Palacios Tamayo,Cliente
3338,2023-05-11,Salomé Anunciación Mascaró Arana,Testigo
3339,2023-10-09,Gerónimo Urrutia,Cliente
3340,2023-04-19,Emigdio Céspedes Cal,Cliente
3341,2023-05-27,Eutimio Chico Porta,Abogado
3342,2022-10-01,Lupe Hervia Esteve,Cliente
3343,2024-07-13,Amalia Manzano Sarabia,Abogado
3344,2022-09-11,Lope Hoyos Cal,Testigo
3345,2024-04-10,Hernán Sancho Escamilla,Testigo
3346,2021-11-10,Lina Nogués Zabala,Abogado
3347,2024-08-23,Adelina Juliá Casals,Cliente
3348,2024-08-26,Modesto Arana Oliver,Testigo
3349,2021-10-20,Aurora Nogués Alcaraz,Testigo
3350,2021-09-19,Iván Caro,Testigo
3351,2023-08-01,Simón del Pinedo,Testigo
3352,2023-02-03,Renato Calzada,Testigo
3353,2023-11-16,Nico Vicente Guerra,Testigo
3354,2022-09-03,Nélida Tejada Quevedo,Abogado
3355,2022-07-20,Mauricio Garriga Gil,Testigo
3356,2023-12-09,Angélica Ricart Valls,Abogado
3357,2022-06-14,Flavio Daza Hervia,Cliente
3358,2023-12-08,Patricio Linares Posada,Cliente
3359,2024-08-17,Bernabé Alegria Bas,Cliente
3360,2024-01-11,Aura Roselló Pallarès,Cliente
3361,2023-08-27,Pili Lasa Mancebo,Cliente
3362,2022-08-14,Victoriano Cervantes Morata,Testigo
3363,2020-07-18,Diana de Vendrell,Testigo
3364,2023-06-30,Ligia Mascaró Valcárcel,Abogado
3365,2020-12-02,Ruperto Coll-Baquero,Cliente
3366,2022-12-23,María Carmen Sánchez Vargas,Testigo
3367,2022-01-03,Liliana Rubio Gimeno,Cliente
3368,2023-12-29,Roberta Vigil Peinado,Abogado
3369,2020-12-15,Adrián Alcalde Prado,Cliente
3370,2024-04-04,Luz Carbó Gelabert,Testigo
3371,2024-05-30,Gertrudis Aragonés,Cliente
3372,2022-11-30,Alejandro Nacio Hervás Llamas,Testigo
3373,2023-09-27,Inés Ortega Tamayo,Testigo
3374,2024-12-27,Ismael del Abellán,Abogado
3375,2021-05-14,Édgar Clemente Cuenca Hernández,Testigo
3376,2023-06-27,Carla Guillén Campillo,Cliente
3377,2022-11-21,Evangelina Sebastián Leon,Abogado
3378,2024-12-29,Guadalupe Leopoldo Madrigal Marqués,Abogado
3379,2023-07-10,Maximino Marqués,Abogado
3380,2022-06-05,Jeremías del Osuna,Testigo
3381,2022-11-27,Mamen Mena Bou,Testigo
3382,2024-03-27,Martina Amores Julián,Testigo
3383,2024-02-02,Jimena Roca Salas,Cliente
3384,2024-07-26,Amador Saez Valero,Testigo
3385,2022-08-27,Edelmiro Zamorano,Abogado
3386,2024-02-10,Emiliana Roselló,Abogado
3387,2023-05-15,Fátima Galván Osuna,Cliente
3388,2023-02-07,Artemio Sandoval Morcillo,Testigo
3389,2023-01-30,Isaac Coll Carbajo,Abogado
3390,2023-12-30,Tania de Chico,Abogado
3391,2024-06-22,Ciríaco Sanchez Acedo,Abogado
3392,2024-02-06,Isabel Casals Mariscal,Cliente
3393,2024-10-20,María Teresa Arévalo Puerta,Cliente
3394,2024-02-16,Ámbar Montaña-Guzman,Abogado
3395,2023-09-17,Adolfo Fiol Beltran,Abogado
3396,2023-04-07,Nidia Quesada Mariscal,Testigo
3397,2024-09-04,Mariano Mendez Mármol,Testigo
3398,2021-02-01,Enrique del Colomer,Testigo
3399,2023-09-29,Paulino Suarez Sobrino,Abogado
3400,2022-10-02,Eligia Porta Caro,Testigo
3401,2025-01-14,Jafet Bravo Cáceres,Testigo
3402,2024-05-17,Cirino Noriega,Cliente
3403,2022-04-19,Ximena Ayala,Cliente
3404,2022-01-26,Perlita Santana Gonzalo,Abogado
3405,2024-04-24,Gema Escolano Ruano,Abogado
3406,2020-11-20,Emiliana Montoya Jáuregui,Abogado
3407,2021-03-18,David de Fernández,Testigo
3408,2023-01-20,Angelita Elba Beltran Miguel,Abogado
3409,2022-12-25,Amancio Fuentes Vaquero,Abogado
3410,2023-10-06,Elba Donaire Roda,Testigo
3411,2023-03-08,Jordana Oller Romeu,Cliente
3412,2021-02-17,Agustina Castrillo Uribe,Cliente
3413,2023-12-31,Selena del Osorio,Testigo
3414,2023-12-01,Arsenio Arana Jordán,Abogado
3415,2021-12-18,Haroldo Valencia Lara,Abogado
3416,2021-04-26,Francisca Rico Gascón,Testigo
3417,2023-12-27,Regina Ángela Palmer Luque,Abogado
3418,2023-09-15,Isidoro Arribas-Artigas,Abogado
3419,2022-02-19,Prudencia Cañete Ortuño,Testigo
3420,2023-01-19,Eleuterio Jose Francisco Roma Azcona,Abogado
3421,2022-05-29,Carmelo Olivé-Barreda,Cliente
3422,2024-02-24,Adelia Mariscal Conde,Abogado
3423,2024-03-07,Mario Pellicer Pozo,Cliente
3424,2024-03-07,Gustavo Cardona Canals,Testigo
3425,2024-01-07,Roque Pazos Cobos,Testigo
3426,2022-05-02,Obdulia de Cabanillas,Cliente
3427,2021-11-27,Íngrid Ruiz Tormo,Cliente
3428,2021-06-24,Ceferino Guillermo Torrents Feliu,Abogado
3429,2023-12-11,Gregorio Nicanor Atienza Castejón,Cliente
3430,2022-03-25,Fidela Terrón Criado,Abogado
3431,2020-08-15,Javier Jaume Ortiz,Cliente
3432,2023-05-08,Flavio Bayo Galvez,Abogado
3433,2024-02-11,Aureliano Camacho,Abogado
3434,2023-09-16,Laura Gaya Feliu,Cliente
3435,2024-07-19,Consuelo Martí Piquer,Abogado
3436,2022-04-14,Juan Francisco Carbonell Bolaños,Testigo
3437,2021-09-22,Asdrubal Peláez,Cliente
3438,2023-01-24,Estela Campos Cano,Abogado
3439,2024-07-09,Cristian Gaya Urrutia,Cliente
3440,2021-09-28,Ainoa Ordóñez Vicente,Testigo
3441,2022-06-12,Fermín Jáuregui Bustos,Abogado
3442,2022-11-18,Ximena Tomé-Gárate,Testigo
3443,2022-05-10,Leire Vall Barreda,Testigo
3444,2023-10-02,Roque Laguna Jaén,Cliente
3445,2022-07-23,Nicolasa del Huerta,Cliente
3446,2024-05-21,Clementina Daza Oliver,Cliente
3447,2023-09-16,Marisol Pérez,Cliente
3448,2021-01-14,Pepito Mateo Atienza,Abogado
3449,2022-11-24,Corona Angulo,Testigo
3450,2023-12-26,Jose Angel Barreda,Abogado
3451,2022-04-24,Rosalía Alfonso Jáuregui,Cliente
3452,2023-10-31,Fidel Bermúdez Perera,Testigo
3453,2022-06-15,Fabiana Margarita Conesa Iglesias,Testigo
3454,2024-08-20,Odalys Pino Lamas,Cliente
3455,2022-11-19,Esmeralda Pont Roselló,Testigo
3456,2024-03-18,Pepe Benito Aguirre,Abogado
3457,2021-05-25,Julia Lumbreras Tur,Abogado
3458,2022-04-29,Jovita Mas,Abogado
3459,2023-04-01,Guillermo Olmo Fortuny,Testigo
3460,2023-09-25,Carmela Ramos Agullo,Testigo
3461,2021-11-15,Celestino Linares-Cabrero,Testigo
3462,2024-07-01,Lina Galvez Chamorro,Testigo
3463,2024-02-18,Nayara de Verdugo,Abogado
3464,2024-10-16,Vilma Ortega Costa,Abogado
3465,2024-05-13,Aitana Quintero,Abogado
3466,2022-10-25,Salomón Bertrán Palomino,Abogado
3467,2023-02-28,Micaela de Barco,Cliente
3468,2023-11-09,Plácido Cabrero Aragonés,Abogado
3469,2024-12-29,Rocío del Aguiló,Abogado
3470,2021-12-25,Ana Sofía Gárate Vélez,Cliente
3471,2022-09-12,Lalo Tomás,Abogado
3472,2021-11-03,Patricia Zaragoza Cárdenas,Abogado
3473,2023-12-03,Gema Alondra Vilar Sabater,Testigo
3474,2021-02-07,Nazaret Alegria-Melero,Abogado
3475,2022-06-10,Dorotea Navarrete Ferrer,Testigo
3476,2021-07-05,Ruben Aguilar-Ramirez,Cliente
3477,2024-03-16,Merche Navas-Villalonga,Abogado
3478,2022-08-02,Concha Aragonés Olivera,Testigo
3479,2024-09-06,Gregorio Mate,Abogado
3480,2022-09-12,Berta del Conesa,Cliente
3481,2022-12-26,Joaquín del Matas,Abogado
3482,2024-09-03,Rosenda Bustos Carmona,Cliente
3483,2023-09-28,Segismundo Gálvez Nadal,Testigo
3484,2022-06-23,Carina Vilma Roldan Herrero,Testigo
3485,2022-07-01,Magdalena Gallo Soriano,Abogado
3486,2023-05-20,Juan Manuel Rosa Castillo,Cliente
3487,2023-02-16,Anita Iriarte Sosa,Cliente
3488,2024-06-15,Evangelina Cózar,Cliente
3489,2023-07-14,Aureliano Carretero-Montenegro,Testigo
3490,2023-04-28,Ainoa Pozo-Arroyo,Abogado
3491,2021-01-04,Espiridión Diez-Mosquera,Abogado
3492,2023-06-04,Alejandro Tenorio Barriga,Testigo
3493,2021-04-22,Salomé Manrique,Abogado
3494,2021-06-25,Luis Hernández Somoza,Abogado
3495,2023-04-22,Manola Murcia-Vigil,Cliente
3496,2021-12-09,Reynaldo del Porras,Testigo
3497,2021-12-17,Narcisa Gibert,Cliente
3498,2023-04-07,Simón Ruben Sandoval Muro,Abogado
3499,2024-06-14,Albina Corona Márquez Martin,Testigo
3500,2024-05-24,Noa del Antúnez,Abogado
3501,2022-02-25,Paulina Santamaría Miró,Abogado
3502,2023-08-24,Alondra Palomar Hervia,Cliente
3503,2022-03-23,Godofredo Navarrete Parra,Testigo
3504,2022-09-03,Luís Daza Aramburu,Abogado
3505,2023-10-28,Sosimo Palomar Rico,Abogado
3506,2022-07-02,Eloy Ferrán,Cliente
3507,2023-05-18,Lourdes de Jove,Cliente
3508,2024-07-09,Ambrosio de Larrañaga,Abogado
3509,2022-10-26,Anastasia Domínguez Ibañez,Cliente
3510,2022-10-23,Cloe Salcedo Moles,Abogado
3511,2021-05-22,Joan del Aroca,Abogado
3512,2023-06-26,Cornelio Samper Escalona,Abogado
3513,2021-12-20,Cloe Blanca Pardo,Cliente
3514,2024-03-28,Dalila Mena Alemany,Testigo
3515,2025-01-24,Amarilis Miguel-Segovia,Cliente
3516,2025-01-27,Clotilde Aguilera,Abogado
3517,2021-07-31,Oriana Mir Gomez,Cliente
3518,2024-03-01,Azeneth Hilda Mora Pallarès,Cliente
3519,2023-01-18,Juan Antonio Chamorro Galan,Abogado
3520,2023-02-21,Flor Bibiana Corominas Batalla,Testigo
3521,2022-05-27,Dimas Dimas Girón Morell,Testigo
3522,2023-10-21,Calisto Diego-Mascaró,Abogado
3523,2024-09-21,Débora Arco Blanch,Testigo
3524,2023-08-15,Leonor Barbero Puga,Cliente
3525,2024-09-16,Fernanda Quintana Gálvez,Cliente
3526,2023-09-30,Xiomara Guzman Leiva,Abogado
3527,2024-01-28,Agustina Cózar,Cliente
3528,2023-01-20,Raúl Andrade Arnaiz,Abogado
3529,2024-09-27,Lourdes del Vilalta,Cliente
